ReturnID,OrderLineID,ReturnDate,ReasonCode,Condition,Refund$,RestockFee$,ReturnShipCost$,Disposition
R0018982,OL0158996,2026-01-11,Wrong Size,New,131.91,3.93,3.67,Resell
R0018983,OL0159008,2025-12-08,Changed Mind,New,250.29,9.15,5.85,Resell
R0018984,OL0159026,2025-11-26,Late Delivery,New,512.18,6.15,5.62,Resell
R0018985,OL0159044,2026-02-04,Changed Mind,Opened,145.34,5.62,8.89,Write-off
R0018986,OL0159051,2025-12-06,Wrong Size,New,520.08,3.3,2.91,Resell
R0018987,OL0159054,2026-01-01,Wrong Size,New,390.47,1.16,5.6,Resell
R0018988,OL0159057,2026-01-02,Wrong Size,New,179.48,5.82,3.09,Resell
R0018989,OL0159077,2025-12-04,Changed Mind,Opened,94.51,0.52,4.39,Write-off
R0018990,OL0159083,2026-01-21,Other,New,478.45,7.85,5.13,Resell
R0018991,OL0159092,2025-12-16,Changed Mind,Opened,0.0,8.9,3.13,Write-off
R0018992,OL0159094,2025-12-31,Late Delivery,New,187.01,10.0,8.57,Resell
R0018993,OL0159107,2025-11-26,Late Delivery,Opened,73.24,2.51,1.33,Write-off
R0018994,OL0159115,2026-01-26,Changed Mind,New,532.92,4.57,6.61,Resell
R0018995,OL0159120,2025-12-20,Other,Opened,301.86,9.3,5.32,Write-off
R0018996,OL0159131,2025-12-05,Changed Mind,New,21.86,2.49,2.06,Resell
R0018997,OL0159133,2025-12-12,Late Delivery,New,105.23,6.47,9.52,Resell
R0018998,OL0159144,2025-12-10,Changed Mind,New,516.54,7.24,9.85,Resell
R0018999,OL0159153,2025-11-24,Wrong Size,Opened,8.77,3.03,7.89,Write-off
R0019000,OL0159154,2025-11-18,Wrong Size,New,95.27,4.21,8.23,Resell
R0019001,OL0159156,2025-12-21,Defective,Opened,176.25,7.73,1.11,Write-off
R0019002,OL0159157,2025-12-30,Changed Mind,Opened,402.05,4.27,2.4,Write-off
R0019003,OL0159167,2026-01-21,Wrong Size,New,208.4,6.83,3.35,Resell
R0019004,OL0159170,2025-11-16,Changed Mind,Opened,113.23,6.83,2.22,Write-off
R0019005,OL0159175,2026-01-07,Defective,Opened,185.48,1.38,3.36,Write-off
R0019006,OL0159182,2026-01-10,Other,New,380.84,8.02,0.28,Resell
R0019007,OL0159189,2025-12-08,Wrong Size,New,379.76,4.77,5.28,Resell
R0019008,OL0159203,2025-12-22,Defective,Opened,27.12,0.97,2.41,Write-off
R0019009,OL0159206,2025-12-09,Late Delivery,Damaged,632.0,2.2,0.67,Write-off
R0019010,OL0159209,2025-12-23,Changed Mind,New,207.12,0.87,4.23,Resell
R0019011,OL0159220,2026-01-28,Late Delivery,New,140.85,3.3,7.03,Resell
R0019012,OL0159233,2025-12-26,Defective,Opened,535.18,3.05,5.72,Write-off
R0019013,OL0159245,2025-12-12,Changed Mind,New,82.9,5.29,7.8,Resell
R0019014,OL0159247,2025-11-15,Changed Mind,Opened,420.53,0.24,5.37,Write-off
R0019015,OL0159252,2026-01-09,Changed Mind,New,129.01,9.51,2.47,Resell
R0019016,OL0159274,2025-12-23,Defective,New,118.59,9.38,8.23,Resell
R0019017,OL0159327,2026-01-01,Changed Mind,Opened,489.78,0.48,0.97,Write-off
R0019018,OL0159332,2025-11-14,Wrong Size,New,117.28,1.26,7.53,Resell
R0019019,OL0159341,2025-12-07,Wrong Size,New,484.33,6.31,8.07,Resell
R0019020,OL0159350,2025-11-26,Defective,New,206.23,4.96,9.59,Resell
R0019021,OL0159355,2026-01-01,Wrong Size,Opened,474.13,4.7,1.33,Write-off
R0019022,OL0159362,2025-12-27,Defective,New,48.02,0.4,2.0,Resell
R0019023,OL0159366,2025-12-17,Wrong Size,New,59.46,5.15,3.23,Resell
R0019024,OL0159379,2025-12-06,Defective,New,50.95,8.17,7.28,Resell
R0019025,OL0159387,2025-11-30,Wrong Size,New,83.21,3.37,2.45,Resell
R0019026,OL0159401,2025-12-23,Wrong Size,New,74.2,3.56,0.73,Resell
R0019027,OL0159402,2025-11-30,Changed Mind,Opened,234.38,5.22,7.38,Write-off
R0019028,OL0159412,2026-01-05,Wrong Size,Opened,227.26,7.45,5.05,Write-off
R0019029,OL0159419,2025-12-22,Other,New,253.72,1.11,8.82,Resell
R0019030,OL0159458,2025-12-01,Wrong Size,Damaged,669.14,0.3,5.41,Write-off
R0019031,OL0159460,2025-12-25,Changed Mind,New,168.61,0.69,8.55,Resell
R0019032,OL0159464,2025-12-22,Changed Mind,New,98.07,0.29,7.84,Resell
R0019033,OL0159472,2026-01-15,Late Delivery,Opened,215.36,6.0,0.8,Write-off
R0019034,OL0159486,2026-01-03,Late Delivery,New,11.4,5.43,9.11,Resell
R0019035,OL0159500,2025-11-20,Changed Mind,Damaged,261.2,7.43,0.15,Write-off
R0019036,OL0159501,2025-11-14,Other,Opened,18.68,3.51,4.04,Write-off
R0019037,OL0159503,2025-11-17,Changed Mind,Damaged,172.44,8.78,2.47,Write-off
R0019038,OL0159512,2025-11-27,Defective,Damaged,0.0,9.56,8.01,Write-off
R0019039,OL0159517,2026-01-21,Wrong Size,Opened,335.55,2.85,1.28,Write-off
R0019040,OL0159526,2025-12-20,Defective,New,68.33,3.53,6.14,Resell
R0019041,OL0159530,2025-12-05,Changed Mind,New,672.94,9.56,1.33,Resell
R0019042,OL0159532,2026-02-03,Wrong Size,Damaged,144.59,4.17,9.52,Write-off
R0019043,OL0159536,2025-11-23,Other,Opened,114.62,9.41,6.92,Write-off
R0019044,OL0159556,2025-12-18,Late Delivery,New,839.95,0.49,3.44,Resell
R0019045,OL0159561,2025-12-03,Other,New,80.29,9.8,8.43,Resell
R0019046,OL0159565,2025-11-17,Wrong Size,New,201.53,2.48,2.63,Resell
R0019047,OL0159568,2025-12-07,Other,New,170.82,7.19,4.37,Resell
R0019048,OL0159574,2025-11-27,Defective,New,80.2,5.77,2.18,Resell
R0019049,OL0159585,2025-12-30,Defective,New,228.05,9.69,6.11,Resell
R0019050,OL0159588,2025-12-23,Changed Mind,New,84.73,5.5,7.06,Resell
R0019051,OL0159603,2025-12-26,Late Delivery,Opened,354.04,1.55,2.41,Write-off
R0019052,OL0159605,2025-12-16,Late Delivery,New,552.77,6.68,9.42,Resell
R0019053,OL0159610,2026-01-08,Changed Mind,New,328.51,5.06,8.57,Resell
R0019054,OL0159618,2025-12-06,Other,New,265.25,9.18,9.53,Resell
R0019055,OL0159620,2025-12-03,Changed Mind,New,115.04,1.6,8.59,Resell
R0019056,OL0159622,2025-12-23,Changed Mind,Damaged,134.62,7.85,3.29,Write-off
R0019057,OL0159633,2025-12-19,Defective,New,747.14,6.83,3.05,Resell
R0019058,OL0159643,2025-12-19,Defective,New,85.47,7.07,9.44,Resell
R0019059,OL0159656,2026-01-03,Other,New,565.82,7.01,9.0,Resell
R0019060,OL0159669,2025-12-26,Changed Mind,New,24.34,7.16,3.24,Resell
R0019061,OL0159677,2025-11-25,Changed Mind,Damaged,89.81,5.3,3.71,Write-off
R0019062,OL0159686,2025-12-16,Other,New,91.46,2.88,9.18,Resell
R0019063,OL0159688,2025-11-21,Other,New,539.06,0.38,2.53,Resell
R0019064,OL0159693,2025-12-28,Changed Mind,Opened,875.99,5.6,8.0,Write-off
R0019065,OL0159715,2025-12-24,Other,New,276.85,0.29,2.54,Resell
R0019066,OL0159716,2025-11-26,Changed Mind,New,98.31,9.81,8.01,Resell
R0019067,OL0159730,2025-12-03,Changed Mind,Opened,402.36,0.12,2.88,Write-off
R0019068,OL0159748,2026-01-28,Changed Mind,Opened,120.24,6.95,7.13,Write-off
R0019069,OL0159754,2026-01-19,Changed Mind,New,335.32,6.2,5.86,Resell
R0019070,OL0159760,2025-12-17,Changed Mind,New,207.68,9.96,8.8,Resell
R0019071,OL0159764,2025-12-14,Changed Mind,New,169.9,3.02,1.09,Resell
R0019072,OL0159766,2026-01-28,Wrong Size,Opened,71.13,6.92,1.34,Write-off
R0019073,OL0159768,2026-01-18,Changed Mind,New,212.54,1.59,7.48,Resell
R0019074,OL0159772,2025-12-13,Changed Mind,Damaged,375.54,1.86,8.18,Write-off
R0019075,OL0159775,2025-11-21,Defective,Opened,151.6,8.95,9.89,Write-off
R0019076,OL0159806,2026-01-27,Other,Damaged,153.66,1.9,0.02,Write-off
R0019077,OL0159808,2026-01-10,Defective,New,211.14,2.33,1.61,Resell
R0019078,OL0159809,2026-01-19,Late Delivery,New,280.13,0.52,4.47,Resell
R0019079,OL0159812,2025-12-14,Wrong Size,Opened,377.95,4.09,5.12,Write-off
R0019080,OL0159819,2026-01-24,Wrong Size,Damaged,133.31,6.27,1.71,Write-off
R0019081,OL0159821,2026-01-11,Wrong Size,New,212.07,9.58,5.55,Resell
R0019082,OL0159842,2025-12-28,Changed Mind,Damaged,15.25,1.37,1.55,Write-off
R0019083,OL0159843,2026-01-01,Wrong Size,New,300.52,4.06,0.32,Resell
R0019084,OL0159844,2026-01-24,Changed Mind,Damaged,379.51,4.21,0.13,Write-off
R0019085,OL0159850,2026-01-26,Wrong Size,Opened,71.32,6.33,4.69,Write-off
R0019086,OL0159862,2025-11-15,Defective,New,80.26,5.03,9.46,Resell
R0019087,OL0159873,2025-12-19,Changed Mind,New,658.77,1.77,6.6,Resell
R0019088,OL0159877,2025-12-08,Late Delivery,Opened,226.13,4.45,5.19,Write-off
R0019089,OL0159880,2026-01-06,Defective,New,251.0,1.24,6.52,Resell
R0019090,OL0159925,2025-11-29,Wrong Size,Opened,282.47,4.6,2.51,Write-off
R0019091,OL0159928,2025-12-19,Late Delivery,New,569.64,0.78,2.06,Resell
R0019092,OL0159929,2025-12-06,Wrong Size,Opened,157.8,1.44,6.24,Write-off
R0019093,OL0159930,2025-12-12,Changed Mind,New,20.36,0.81,5.88,Resell
R0019094,OL0159932,2025-12-16,Wrong Size,New,113.68,4.82,9.44,Resell
R0019095,OL0159933,2025-12-25,Changed Mind,Damaged,132.53,0.62,6.02,Write-off
R0019096,OL0159937,2026-01-26,Changed Mind,New,42.06,6.58,0.39,Resell
R0019097,OL0159938,2026-01-02,Changed Mind,New,32.83,2.78,7.08,Resell
R0019098,OL0159960,2026-01-24,Wrong Size,New,181.55,9.92,2.22,Resell
R0019099,OL0159964,2026-01-28,Changed Mind,New,88.93,3.22,4.78,Resell
R0019100,OL0159974,2025-12-05,Other,Opened,56.0,0.69,2.58,Write-off
R0019101,OL0159978,2025-12-08,Other,New,213.27,8.9,0.23,Resell
R0019102,OL0159987,2026-01-10,Late Delivery,New,199.06,0.95,7.99,Resell
R0019103,OL0159990,2025-12-09,Defective,Damaged,330.57,7.65,2.94,Write-off
R0019104,OL0160002,2026-01-06,Defective,Damaged,78.23,5.35,6.94,Write-off
R0019105,OL0160011,2026-01-02,Wrong Size,Damaged,188.55,1.06,4.87,Write-off
R0019106,OL0160014,2025-12-02,Changed Mind,New,253.07,4.09,1.91,Resell
R0019107,OL0160023,2026-01-01,Changed Mind,Opened,111.35,0.08,7.75,Write-off
R0019108,OL0160026,2026-01-04,Other,Damaged,145.18,8.54,3.3,Write-off
R0019109,OL0160040,2026-01-17,Defective,Damaged,569.67,7.84,2.15,Write-off
R0019110,OL0160043,2025-11-25,Changed Mind,New,203.63,3.13,4.55,Resell
R0019111,OL0160046,2025-11-25,Wrong Size,New,28.48,4.65,8.1,Resell
R0019112,OL0160051,2025-12-19,Defective,New,69.16,2.88,0.66,Resell
R0019113,OL0160054,2025-12-31,Wrong Size,Opened,53.98,0.97,2.47,Write-off
R0019114,OL0160058,2025-12-25,Changed Mind,Opened,164.33,2.85,1.64,Write-off
R0019115,OL0160066,2025-12-12,Wrong Size,New,156.89,6.01,7.81,Resell
R0019116,OL0160075,2026-01-18,Late Delivery,Opened,70.45,3.29,5.35,Write-off
R0019117,OL0160102,2025-12-16,Changed Mind,Damaged,68.66,3.9,8.56,Write-off
R0019118,OL0160103,2025-11-30,Other,Opened,538.31,3.1,6.59,Write-off
R0019119,OL0160107,2025-11-06,Defective,New,7.57,6.2,1.96,Resell
R0019120,OL0160114,2025-12-02,Late Delivery,New,163.82,8.21,5.48,Resell
R0019121,OL0160135,2026-01-07,Changed Mind,New,145.06,6.34,6.12,Resell
R0019122,OL0160136,2026-01-24,Wrong Size,New,23.68,0.95,1.63,Resell
R0019123,OL0160137,2025-11-18,Wrong Size,Damaged,39.56,4.61,1.57,Write-off
R0019124,OL0160144,2026-01-17,Wrong Size,New,367.5,8.98,2.54,Resell
R0019125,OL0160150,2026-01-07,Wrong Size,Opened,164.9,8.04,8.39,Write-off
R0019126,OL0160154,2026-01-07,Wrong Size,Opened,92.88,2.79,5.91,Write-off
R0019127,OL0160183,2026-01-19,Wrong Size,New,180.83,8.8,0.77,Resell
R0019128,OL0160187,2026-01-01,Wrong Size,Damaged,0.75,5.44,4.36,Write-off
R0019129,OL0160190,2025-12-07,Changed Mind,New,279.23,6.93,5.09,Resell
R0019130,OL0160191,2025-12-10,Late Delivery,Opened,173.6,6.71,3.0,Write-off
R0019131,OL0160192,2025-12-10,Late Delivery,New,152.36,9.38,1.66,Resell
R0019132,OL0160204,2026-01-29,Wrong Size,Opened,510.88,8.23,8.23,Write-off
R0019133,OL0160209,2025-11-29,Wrong Size,New,403.95,9.8,9.9,Resell
R0019134,OL0160211,2025-11-23,Other,Opened,192.39,3.42,9.47,Write-off
R0019135,OL0160230,2025-12-06,Wrong Size,New,307.55,4.78,2.6,Resell
R0019136,OL0160239,2026-01-16,Changed Mind,New,89.44,3.31,6.22,Resell
R0019137,OL0160270,2025-12-09,Defective,Opened,199.55,5.44,9.47,Write-off
R0019138,OL0160271,2025-12-15,Changed Mind,New,530.34,7.95,7.87,Resell
R0019139,OL0160276,2026-01-17,Wrong Size,New,93.72,4.81,7.84,Resell
R0019140,OL0160280,2026-01-14,Wrong Size,Opened,90.8,0.62,3.13,Write-off
R0019141,OL0160286,2025-12-31,Late Delivery,Opened,230.58,8.45,0.42,Write-off
R0019142,OL0160294,2026-01-09,Changed Mind,New,2.33,3.29,7.91,Resell
R0019143,OL0160300,2025-12-15,Wrong Size,New,193.65,8.39,2.37,Resell
R0019144,OL0160301,2025-12-19,Defective,New,209.74,6.7,7.33,Resell
R0019145,OL0160311,2025-12-06,Changed Mind,New,13.62,0.58,2.48,Resell
R0019146,OL0160324,2025-11-30,Wrong Size,Opened,56.94,3.91,1.08,Write-off
R0019147,OL0160327,2025-11-19,Changed Mind,New,254.97,5.46,3.32,Resell
R0019148,OL0160336,2026-01-03,Wrong Size,New,222.27,8.44,1.88,Resell
R0019149,OL0160346,2026-01-12,Defective,New,188.76,2.39,5.96,Resell
R0019150,OL0160359,2026-01-07,Wrong Size,Opened,221.88,8.35,1.93,Write-off
R0019151,OL0160360,2026-01-06,Changed Mind,Opened,185.12,5.28,7.6,Write-off
R0019152,OL0160375,2025-12-12,Wrong Size,New,212.45,8.34,2.87,Resell
R0019153,OL0160413,2025-12-04,Late Delivery,Opened,239.6,3.67,9.19,Write-off
R0019154,OL0160431,2025-12-18,Wrong Size,Opened,76.93,2.05,4.5,Write-off
R0019155,OL0160433,2025-12-16,Changed Mind,Opened,601.51,7.92,6.69,Write-off
R0019156,OL0160440,2025-12-31,Wrong Size,New,138.89,4.93,6.69,Resell
R0019157,OL0160441,2025-12-29,Other,New,172.93,8.51,6.61,Resell
R0019158,OL0160442,2025-12-19,Wrong Size,Opened,87.68,1.19,5.94,Write-off
R0019159,OL0160474,2025-12-18,Changed Mind,New,250.6,8.81,1.6,Resell
R0019160,OL0160476,2025-12-12,Defective,Opened,200.23,3.56,4.13,Write-off
R0019161,OL0160487,2025-12-26,Defective,Damaged,187.95,6.64,4.1,Write-off
R0019162,OL0160493,2025-12-15,Defective,New,364.9,3.68,0.77,Resell
R0019163,OL0160494,2025-12-05,Other,Damaged,11.59,7.38,0.72,Write-off
R0019164,OL0160504,2025-12-31,Defective,Damaged,110.93,6.59,0.81,Write-off
R0019165,OL0160505,2025-12-20,Changed Mind,New,226.58,0.16,2.83,Resell
R0019166,OL0160537,2025-12-02,Wrong Size,New,234.47,7.42,0.81,Resell
R0019167,OL0160553,2025-12-10,Late Delivery,New,0.0,9.55,8.42,Resell
R0019168,OL0160558,2025-12-22,Late Delivery,New,51.14,3.35,7.38,Resell
R0019169,OL0160583,2025-12-09,Late Delivery,New,367.1,9.78,0.58,Resell
R0019170,OL0160594,2025-12-10,Wrong Size,New,184.06,4.59,4.39,Resell
R0019171,OL0160596,2025-12-20,Changed Mind,New,57.72,8.15,6.48,Resell
R0019172,OL0160600,2025-12-22,Defective,New,377.17,5.12,5.05,Resell
R0019173,OL0160605,2025-12-03,Changed Mind,New,229.68,2.69,1.77,Resell
R0019174,OL0160606,2025-12-13,Changed Mind,New,282.06,5.5,1.81,Resell
R0019175,OL0160614,2025-12-16,Defective,New,573.03,5.9,1.99,Resell
R0019176,OL0160627,2026-01-18,Defective,New,209.75,9.83,4.71,Resell
R0019177,OL0160629,2025-11-18,Wrong Size,New,170.19,7.7,0.08,Resell
R0019178,OL0160630,2025-12-09,Late Delivery,New,0.0,9.95,6.26,Resell
R0019179,OL0160639,2025-12-01,Changed Mind,New,133.51,3.77,4.05,Resell
R0019180,OL0160646,2025-12-15,Defective,New,546.78,0.29,4.08,Resell
R0019181,OL0160651,2026-01-18,Changed Mind,New,486.03,2.09,6.89,Resell
R0019182,OL0160658,2025-11-23,Late Delivery,Opened,230.34,6.43,9.52,Write-off
R0019183,OL0160659,2025-12-01,Other,New,354.02,6.71,0.53,Resell
R0019184,OL0160665,2025-11-24,Wrong Size,New,162.2,5.21,4.34,Resell
R0019185,OL0160670,2026-01-13,Changed Mind,Opened,87.4,3.43,1.41,Write-off
R0019186,OL0160671,2026-01-07,Late Delivery,New,573.57,0.61,3.8,Resell
R0019187,OL0160676,2026-01-15,Late Delivery,New,205.49,3.94,9.49,Resell
R0019188,OL0160682,2025-12-07,Defective,Damaged,501.65,9.2,3.74,Write-off
R0019189,OL0160684,2025-12-17,Defective,New,475.69,2.54,5.43,Resell
R0019190,OL0160691,2026-01-09,Changed Mind,New,129.34,8.22,9.4,Resell
R0019191,OL0160706,2026-01-02,Wrong Size,Opened,571.37,6.35,8.46,Write-off
R0019192,OL0160714,2025-12-08,Changed Mind,New,206.56,3.78,8.01,Resell
R0019193,OL0160716,2026-01-03,Changed Mind,New,114.61,0.65,5.39,Resell
R0019194,OL0160731,2025-12-14,Other,New,527.34,0.82,0.79,Resell
R0019195,OL0160736,2025-11-18,Late Delivery,Opened,285.61,8.26,9.95,Write-off
R0019196,OL0160743,2026-01-31,Late Delivery,Opened,334.31,6.22,2.59,Write-off
R0019197,OL0160749,2025-11-27,Changed Mind,New,39.72,8.51,1.98,Resell
R0019198,OL0160756,2025-12-19,Wrong Size,Damaged,30.66,0.77,0.13,Write-off
R0019199,OL0160757,2026-01-04,Changed Mind,New,45.24,5.76,2.54,Resell
R0019200,OL0160758,2025-12-21,Defective,New,117.7,7.34,2.41,Resell
R0019201,OL0160765,2025-12-02,Other,Opened,229.8,9.75,9.12,Write-off
R0019202,OL0160781,2025-12-11,Wrong Size,New,51.37,8.2,1.92,Resell
R0019203,OL0160782,2025-12-11,Late Delivery,New,168.95,6.73,2.94,Resell
R0019204,OL0160797,2025-12-16,Wrong Size,New,116.24,4.07,6.07,Resell
R0019205,OL0160803,2025-12-12,Changed Mind,New,394.33,9.87,8.06,Resell
R0019206,OL0160807,2025-12-05,Other,Opened,25.49,8.35,6.46,Write-off
R0019207,OL0160835,2026-01-05,Changed Mind,Opened,1000.92,7.75,2.74,Write-off
R0019208,OL0160854,2025-12-13,Defective,New,232.39,5.71,9.11,Resell
R0019209,OL0160864,2026-01-23,Changed Mind,New,54.86,0.69,2.91,Resell
R0019210,OL0160865,2026-01-20,Changed Mind,New,142.06,1.29,5.78,Resell
R0019211,OL0160868,2026-01-11,Defective,Opened,24.29,3.62,5.9,Write-off
R0019212,OL0160871,2026-01-10,Defective,New,449.22,3.34,3.21,Resell
R0019213,OL0160873,2026-01-01,Late Delivery,New,6.89,8.83,7.36,Resell
R0019214,OL0160892,2025-11-23,Late Delivery,Opened,48.72,3.11,5.0,Write-off
R0019215,OL0160916,2025-11-27,Late Delivery,New,40.17,4.43,1.19,Resell
R0019216,OL0160922,2025-11-28,Wrong Size,New,439.33,0.63,2.17,Resell
R0019217,OL0160931,2026-01-19,Wrong Size,New,156.48,8.03,0.63,Resell
R0019218,OL0160953,2026-01-16,Wrong Size,Damaged,306.6,9.4,6.82,Write-off
R0019219,OL0160974,2026-01-23,Changed Mind,New,164.54,0.06,4.25,Resell
R0019220,OL0160976,2025-12-14,Defective,Opened,36.06,6.11,9.89,Write-off
R0019221,OL0160977,2025-12-02,Wrong Size,New,126.46,8.23,2.23,Resell
R0019222,OL0160993,2025-12-20,Wrong Size,New,712.45,4.79,9.3,Resell
R0019223,OL0161004,2025-12-14,Wrong Size,Opened,57.68,5.35,7.71,Write-off
R0019224,OL0161016,2025-12-12,Late Delivery,New,263.32,7.46,8.64,Resell
R0019225,OL0161022,2025-12-23,Changed Mind,Opened,61.85,8.68,9.41,Write-off
R0019226,OL0161032,2025-12-19,Late Delivery,New,257.31,8.8,1.44,Resell
R0019227,OL0161036,2026-01-05,Wrong Size,Opened,148.15,7.09,2.39,Write-off
R0019228,OL0161041,2025-12-24,Defective,New,510.7,2.1,4.26,Resell
R0019229,OL0161045,2025-12-10,Changed Mind,Opened,107.43,1.16,7.56,Write-off
R0019230,OL0161051,2026-01-03,Changed Mind,Opened,624.12,8.42,4.67,Write-off
R0019231,OL0161053,2025-12-06,Defective,Opened,192.1,2.6,2.1,Write-off
R0019232,OL0161063,2025-11-24,Late Delivery,New,393.74,1.39,4.28,Resell
R0019233,OL0161079,2025-12-30,Other,New,48.2,1.79,1.64,Resell
R0019234,OL0161084,2025-12-14,Changed Mind,Opened,19.75,2.77,1.54,Write-off
R0019235,OL0161087,2025-11-08,Wrong Size,New,17.99,9.41,4.3,Resell
R0019236,OL0161088,2025-11-18,Other,New,89.25,4.07,4.56,Resell
R0019237,OL0161089,2025-11-28,Wrong Size,Opened,275.69,7.87,1.06,Write-off
R0019238,OL0161096,2026-01-04,Changed Mind,New,173.06,1.6,7.97,Resell
R0019239,OL0161101,2025-12-27,Changed Mind,Opened,391.58,3.54,4.19,Write-off
R0019240,OL0161110,2025-12-06,Defective,New,252.23,2.55,8.96,Resell
R0019241,OL0161133,2025-12-07,Defective,New,308.59,4.13,0.84,Resell
R0019242,OL0161134,2025-12-15,Late Delivery,New,569.97,7.93,6.54,Resell
R0019243,OL0161135,2026-01-06,Defective,Opened,444.7,7.82,9.97,Write-off
R0019244,OL0161138,2026-01-11,Changed Mind,New,450.6,3.46,6.8,Resell
R0019245,OL0161144,2025-12-25,Changed Mind,New,236.22,7.13,6.63,Resell
R0019246,OL0161156,2026-01-21,Changed Mind,New,316.38,0.2,9.67,Resell
R0019247,OL0161162,2025-12-07,Late Delivery,New,106.2,3.07,4.06,Resell
R0019248,OL0161171,2026-01-24,Defective,Damaged,300.98,9.86,6.99,Write-off
R0019249,OL0161194,2025-12-31,Changed Mind,Opened,485.59,2.9,7.46,Write-off
R0019250,OL0161197,2025-12-19,Wrong Size,New,480.95,2.21,8.17,Resell
R0019251,OL0161203,2025-11-24,Changed Mind,New,119.07,1.5,6.21,Resell
R0019252,OL0161212,2025-12-14,Wrong Size,New,640.78,2.22,4.72,Resell
R0019253,OL0161229,2025-12-03,Other,New,548.06,1.76,9.75,Resell
R0019254,OL0161233,2025-11-24,Changed Mind,New,294.27,7.61,6.92,Resell
R0019255,OL0161234,2025-11-29,Changed Mind,New,482.98,3.97,9.75,Resell
R0019256,OL0161236,2025-11-26,Defective,New,170.58,1.67,2.99,Resell
R0019257,OL0161237,2025-12-14,Changed Mind,New,43.62,2.19,3.81,Resell
R0019258,OL0161241,2026-01-21,Changed Mind,New,8.14,8.2,0.59,Resell
R0019259,OL0161245,2026-01-03,Defective,Opened,84.91,2.75,9.55,Write-off
R0019260,OL0161254,2025-11-28,Other,New,973.01,3.2,1.36,Resell
R0019261,OL0161256,2025-11-09,Defective,New,275.86,3.17,7.99,Resell
R0019262,OL0161259,2025-12-02,Wrong Size,New,87.4,8.84,8.96,Resell
R0019263,OL0161266,2025-12-28,Defective,New,3.94,5.16,8.96,Resell
R0019264,OL0161267,2025-12-23,Changed Mind,New,664.47,2.97,1.52,Resell
R0019265,OL0161269,2025-12-29,Other,New,105.17,4.39,4.66,Resell
R0019266,OL0161276,2025-12-25,Late Delivery,New,144.54,7.04,7.67,Resell
R0019267,OL0161278,2025-12-16,Wrong Size,New,5.47,8.37,9.4,Resell
R0019268,OL0161279,2025-12-20,Late Delivery,New,98.69,3.67,9.17,Resell
R0019269,OL0161281,2025-12-13,Changed Mind,New,226.43,2.47,4.27,Resell
R0019270,OL0161288,2025-11-21,Wrong Size,New,220.45,3.52,6.71,Resell
R0019271,OL0161301,2026-01-16,Late Delivery,Opened,70.27,2.94,7.07,Write-off
R0019272,OL0161304,2026-01-15,Changed Mind,New,498.7,8.37,3.47,Resell
R0019273,OL0161313,2025-11-29,Wrong Size,New,96.93,5.86,2.68,Resell
R0019274,OL0161316,2025-12-06,Late Delivery,Opened,13.23,1.48,2.45,Write-off
R0019275,OL0161321,2025-12-18,Late Delivery,New,521.75,4.71,1.75,Resell
R0019276,OL0161327,2025-12-03,Wrong Size,New,285.96,6.03,7.4,Resell
R0019277,OL0161336,2026-01-14,Wrong Size,New,316.71,7.08,0.04,Resell
R0019278,OL0161338,2026-01-23,Changed Mind,Opened,38.94,9.12,4.18,Write-off
R0019279,OL0161341,2026-01-25,Wrong Size,Opened,200.56,6.89,0.88,Write-off
R0019280,OL0161349,2025-12-28,Wrong Size,New,203.78,9.24,2.3,Resell
R0019281,OL0161361,2025-12-12,Late Delivery,Opened,12.32,4.68,6.08,Write-off
R0019282,OL0161362,2025-12-06,Wrong Size,New,166.39,9.83,0.46,Resell
R0019283,OL0161365,2025-12-16,Wrong Size,New,15.59,2.99,5.46,Resell
R0019284,OL0161387,2025-12-02,Other,Damaged,221.69,4.81,0.1,Write-off
R0019285,OL0161398,2025-12-25,Changed Mind,New,30.83,1.86,2.11,Resell
R0019286,OL0161402,2026-01-17,Late Delivery,Opened,234.87,3.21,7.99,Write-off
R0019287,OL0161413,2025-11-21,Wrong Size,New,145.38,0.48,0.29,Resell
R0019288,OL0161414,2025-11-26,Other,New,193.88,5.19,6.53,Resell
R0019289,OL0161423,2025-12-27,Changed Mind,New,48.69,1.12,4.53,Resell
R0019290,OL0161443,2026-01-16,Wrong Size,Opened,29.33,6.07,8.89,Write-off
R0019291,OL0161447,2025-12-22,Changed Mind,New,262.1,8.02,5.23,Resell
R0019292,OL0161449,2026-01-17,Changed Mind,New,192.2,1.82,0.07,Resell
R0019293,OL0161451,2026-01-06,Wrong Size,New,293.56,9.32,3.68,Resell
